
;======================================================== ~~  ~~ =========================================================;
;================================================ ~~ SID&STAR-Section ~~ =================================================;
[SIDSSTARS]
STAR:EFKE:18:BEXUL4K:BEXUL XULBI LEGVU ;  Combiner=EFKE1/5 | ID=18_BEXU4K
STAR:ESUP:29:PAJ2:PAJ D116L FQ29 ;  Combiner=ESUP1/AQ* | ID=29_PAJ2_Q

SID:EKCH:04L:BETUD2E:CH839 CH843 CH844 CH845 BISTA BETUD ; Combiner=ZZZZ1/5 | ID=04L_BETU2E
SID:EKCH:04L:GOLGA3E:CH839 CH841 CH842 MIRGO GOLGA ; Combiner=ZZZZ1/5 | ID=04L_GOLG3E
SID:EKCH:04L:KEMAX2E:CH839 CH843 KEMAX ; Combiner=ZZZZ1/5 | ID=04L_KEMA2E
SID:EKCH:04L:KOPEX2E:CH839 CH843 CH844 CH845 CH846 MAXEL KOPEX ; Combiner=ZZZZ1/5 | ID=04L_KOPE2E
SID:EKCH:04L:LANGO2E:CH839 CH843 CH844 CH845 CH848 TOBIS LANGO ; Combiner=ZZZZ1/5 | ID=04L_LANG2E
SID:EKCH:04L:NEXEN2E:CH839 CH843 CH844 CH845 BISTA NEXEN ; Combiner=ZZZZ1/5 | ID=04L_NEXE2E
SID:EKCH:04L:ODON1E:CH839 CH841 CH842 DOBEL ODDON ; Combiner=ZZZZ1/5 | ID=04L_ODON1E
SID:EKCH:04L:SALO1E:CH839 CH843 CH844 CH845 CH847 SALLO ; Combiner=ZZZZ1/5 | ID=04L_SALO1E
SID:EKCH:04L:SIMEG2E:CH839 CH843 CH844 CH845 CH847 SIMEG ; Combiner=ZZZZ1/5 | ID=04L_SIME2E
SID:EKCH:04L:VEDAR3E:CH839 CH841 CH842 NOVPO VEDAR ; Combiner=ZZZZ1/5 | ID=04L_VEDA3E
SID:EKCH:04R:BETUD2A:CH840 CH843 CH844 CH845 BISTA BETUD ; Combiner=ZZZZ1/5 | ID=04R_BETU2A
SID:EKCH:04R:GOLGA3A:CH840 CH841 CH842 MIRGO GOLGA ; Combiner=ZZZZ1/5 | ID=04R_GOLG3A
SID:EKCH:04R:KEMAX5A:CH840 CH843 KEMAX ; Combiner=ZZZZ1/5 | ID=04R_KEMA5A
SID:EKCH:04R:KOPEX2A:CH840 CH843 CH844 CH845 CH846 MAXEL KOPEX ; Combiner=ZZZZ1/5 | ID=04R_KOPE2A
SID:EKCH:04R:LANGO2A:CH840 CH843 CH844 CH845 CH848 TOBIS LANGO ; Combiner=ZZZZ1/5 | ID=04R_LANG2A
SID:EKCH:04R:NEXEN2A:CH840 CH843 CH844 CH845 BISTA NEXEN ; Combiner=ZZZZ1/5 | ID=04R_NEXE2A
SID:EKCH:04R:ODON1A:CH840 CH841 CH842 DOBEL ODDON ; Combiner=ZZZZ1/5 | ID=04R_ODON1A
SID:EKCH:04R:SALO1A:CH840 CH843 CH844 CH845 CH847 SALLO ; Combiner=ZZZZ1/5 | ID=04R_SALO1A
SID:EKCH:04R:SIMEG8A:CH840 CH843 CH844 CH845 CH847 SIMEG ; Combiner=ZZZZ1/5 | ID=04R_SIME8A
SID:EKCH:04R:VEDAR4A:CH840 CH841 CH842 NOVPO VEDAR ; Combiner=ZZZZ1/5 | ID=04R_VEDA4A
SID:EKCH:12:BETUD3B:SEZAC CH811 BISTA BETUD ; Combiner=ZZZZ1/5 | ID=12_BETU3B
SID:EKCH:12:GOLGA3B:SEZAC CH812 CH813 MIRGO GOLGA ; Combiner=ZZZZ1/5 | ID=12_GOLG3B
SID:EKCH:12:KEMAX6B:SEZAC KEMAX ; Combiner=ZZZZ1/5 | ID=12_KEMA6B
SID:EKCH:12:KOPEX3B:SEZAC CH811 MAXEL KOPEX ; Combiner=ZZZZ1/5 | ID=12_KOPE3B
SID:EKCH:12:LANGO3B:SEZAC CH811 TOBIS LANGO ; Combiner=ZZZZ1/5 | ID=12_LANG3B
SID:EKCH:12:NEXEN3B:SEZAC CH811 BISTA NEXEN ; Combiner=ZZZZ1/5 | ID=12_NEXE3B
SID:EKCH:12:ODON1B:SEZAC CH812 CH813 DOBEL ODDON ; Combiner=ZZZZ1/5 | ID=12_ODON1B
SID:EKCH:12:SALO1B:SEZAC CH810 SALLO ; Combiner=ZZZZ1/5 | ID=12_SALO1B
SID:EKCH:12:SIMEG9B:SEZAC CH810 SIMEG ; Combiner=ZZZZ1/5 | ID=12_SIME9B
SID:EKCH:12:VEDAR3B:SEZAC CH812 CH813 NOVPO VEDAR ; Combiner=ZZZZ1/5 | ID=12_VEDA3B
SID:EKCH:22L:BETUD2F:LEVDO BISTA BETUD ; Combiner=ZZZZ1/5 | ID=22L_BETU2F
SID:EKCH:22L:GOLGA2F:LEVDO CH815 CH816 MIRGO GOLGA ; Combiner=ZZZZ1/5 | ID=22L_GOLG2F
SID:EKCH:22L:KEMAX2F:LEVDO CH818 CH819 CH821 KEMAX ; Combiner=ZZZZ1/5 | ID=22L_KEMA2F
SID:EKCH:22L:KOPEX2F:LEVDO MAXEL KOPEX ; Combiner=ZZZZ1/5 | ID=22L_KOPE2F
SID:EKCH:22L:LANGO2F:LEVDO TOBIS LANGO ; Combiner=ZZZZ1/5 | ID=22L_LANG2F
SID:EKCH:22L:NEXEN2F:LEVDO BISTA NEXEN ; Combiner=ZZZZ1/5 | ID=22L_NEXE2F
SID:EKCH:22L:ODON1F:LEVDO CH815 DOBEL ODDON ; Combiner=ZZZZ1/5 | ID=22L_ODON1F
SID:EKCH:22L:SALO1F:LEVDO CH818 CH819 CH820 SALLO ; Combiner=ZZZZ1/5 | ID=22L_SALO1F
SID:EKCH:22L:SIMEG2F:LEVDO CH818 CH819 CH820 SIMEG ; Combiner=ZZZZ1/5 | ID=22L_SIME2F
SID:EKCH:22L:VEDAR2F:LEVDO CH815 CH816 NOVPO VEDAR ; Combiner=ZZZZ1/5 | ID=22L_VEDA2F
SID:EKCH:22R:BETUD2C:RUBAT BISTA BETUD ; Combiner=ZZZZ1/5 | ID=22R_BETU2C
SID:EKCH:22R:GOLGA2C:RUBAT CH815 CH816 MIRGO GOLGA ; Combiner=ZZZZ1/5 | ID=22R_GOLG2C
SID:EKCH:22R:KEMAX5C:RUBAT CH818 CH819 CH821 KEMAX ; Combiner=ZZZZ1/5 | ID=22R_KEMA5C
SID:EKCH:22R:KOPEX2C:RUBAT MAXEL KOPEX ; Combiner=ZZZZ1/5 | ID=22R_KOPE2C
SID:EKCH:22R:LANGO2C:RUBAT TOBIS LANGO ; Combiner=ZZZZ1/5 | ID=22R_LANG2C
SID:EKCH:22R:NEXEN2C:RUBAT BISTA NEXEN ; Combiner=ZZZZ1/5 | ID=22R_NEXE2C
SID:EKCH:22R:ODON1C:RUBAT CH815 DOBEL ODDON ; Combiner=ZZZZ1/5 | ID=22R_ODON1C
SID:EKCH:22R:SALO1C:RUBAT CH818 CH819 CH820 SALLO ; Combiner=ZZZZ1/5 | ID=22R_SALO1C
SID:EKCH:22R:SIMEG9C:RUBAT CH818 CH819 CH820 SIMEG ; Combiner=ZZZZ1/5 | ID=22R_SIME9C
SID:EKCH:22R:VEDAR2C:RUBAT CH815 CH816 NOVPO VEDAR ; Combiner=ZZZZ1/5 | ID=22R_VEDA2C
SID:EKCH:30:BETUD3D:BAFIQ CH825 CH826 BISTA BETUD ; Combiner=ZZZZ1/5 | ID=30_BETU3D
SID:EKCH:30:GOLGA3D:BAFIQ CH822 CH824 MIRGO GOLGA ; Combiner=ZZZZ1/5 | ID=30_GOLG3D
SID:EKCH:30:KEMAX6D:BAFIQ CH822 CH829 KEMAX ; Combiner=ZZZZ1/5 | ID=30_KEMA6D
SID:EKCH:30:KOPEX3D:BAFIQ CH825 CH826 MAXEL KOPEX ; Combiner=ZZZZ1/5 | ID=30_KOPE3D
SID:EKCH:30:LANGO3D:BAFIQ CH825 CH826 TOBIS LANGO ; Combiner=ZZZZ1/5 | ID=30_LANG3D
SID:EKCH:30:NEXEN3D:BAFIQ CH825 CH826 BISTA NEXEN ; Combiner=ZZZZ1/5 | ID=30_NEXE3D
SID:EKCH:30:ODON1D:BAFIQ CH825 DOBEL ODDON ; Combiner=ZZZZ1/5 | ID=30_ODON1D
SID:EKCH:30:SALO1D:BAFIQ CH825 CH827 CH828 CH830 SALLO ; Combiner=ZZZZ1/5 | ID=30_SALO1D
SID:EKCH:30:SIMEG9D:BAFIQ CH825 CH827 CH828 CH830 SIMEG ; Combiner=ZZZZ1/5 | ID=30_SIME9D
SID:EKCH:30:VEDAR3D:BAFIQ CH822 CH824 NOVPO VEDAR ; Combiner=ZZZZ1/5 | ID=30_VEDA3D
SID:ESCF:01:VFR·ALVSDES:ESCF ALVSD ; Combiner=ESCF1/13 | ID=01_VFR_ALVES
SID:ESCF:01:VFR·LJUNG:ESCF LJUNG ; Combiner=ESCF1/13 | ID=01_VFR_LJUNG
SID:ESCF:01:VFR·SKEDA:ESCF SUDDE ; Combiner=ESCF1/13 | ID=01_VFR_SKEDA
SID:ESCF:01:VFR·SNAVNU:ESCF SNAVN ; Combiner=ESCF1/13 | ID=01_VFR_SNAVU
SID:ESCF:01:VFR·SPELEL:ESCF SPELE ; Combiner=ESCF1/13 | ID=01_VFR_SPELL
SID:ESCF:01:VFR·VIBY:ESCF VIBY ; Combiner=ESCF1/13 | ID=01_VFR_VIBY
SID:ESCF:08:VFR·ALVSDES:ESCF ALVSD ; Combiner=ESCF1/13 | ID=08_VFR_ALVES
SID:ESCF:08:VFR·LJUNG:ESCF LJUNG ; Combiner=ESCF1/13 | ID=08_VFR_LJUNG
SID:ESCF:08:VFR·SKEDA:ESCF SUDDE ; Combiner=ESCF1/13 | ID=08_VFR_SKEDA
SID:ESCF:08:VFR·SNAVNU:ESCF SNAVN ; Combiner=ESCF1/13 | ID=08_VFR_SNAVU
SID:ESCF:08:VFR·SPELEL:ESCF SPELE ; Combiner=ESCF1/13 | ID=08_VFR_SPELL
SID:ESCF:08:VFR·VIBY:ESCF VIBY ; Combiner=ESCF1/13 | ID=08_VFR_VIBY
SID:ESCF:09:VFR·ALVSDES:ESCF ALVSD ; Combiner=ESCF1/13 | ID=09_VFR_ALVES
SID:ESCF:09:VFR·LJUNG:ESCF LJUNG ; Combiner=ESCF1/13 | ID=09_VFR_LJUNG
SID:ESCF:09:VFR·SKEDA:ESCF SUDDE ; Combiner=ESCF1/13 | ID=09_VFR_SKEDA
SID:ESCF:09:VFR·SNAVNU:ESCF SNAVN ; Combiner=ESCF1/13 | ID=09_VFR_SNAVU
SID:ESCF:09:VFR·SPELEL:ESCF SPELE ; Combiner=ESCF1/13 | ID=09_VFR_SPELL
SID:ESCF:09:VFR·VIBY:ESCF VIBY ; Combiner=ESCF1/13 | ID=09_VFR_VIBY
SID:ESCF:09:MIL09:CFM091 CFM092 CFM093 ; Combiner=ESCF1/2 | ID=09_MIL09
SID:ESCF:19:VFR·ALVSDES:ESCF ALVSD ; Combiner=ESCF1/13 | ID=19_VFR_ALVES
SID:ESCF:19:VFR·LJUNG:ESCF LJUNG ; Combiner=ESCF1/13 | ID=19_VFR_LJUNG
SID:ESCF:19:VFR·SKEDA:ESCF SUDDE ; Combiner=ESCF1/13 | ID=19_VFR_SKEDA
SID:ESCF:19:VFR·SNAVNU:ESCF SNAVN ; Combiner=ESCF1/13 | ID=19_VFR_SNAVU
SID:ESCF:19:VFR·SPELEL:ESCF SPELE ; Combiner=ESCF1/13 | ID=19_VFR_SPELL
SID:ESCF:19:VFR·VIBY:ESCF VIBY ; Combiner=ESCF1/13 | ID=19_VFR_VIBY
SID:ESCF:26:VFR·ALVSDES:ESCF ALVSD ; Combiner=ESCF1/13 | ID=26_VFR_ALVES
SID:ESCF:26:VFR·LJUNG:ESCF LJUNG ; Combiner=ESCF1/13 | ID=26_VFR_LJUNG
SID:ESCF:26:VFR·SKEDA:ESCF SUDDE ; Combiner=ESCF1/13 | ID=26_VFR_SKEDA
SID:ESCF:26:VFR·SNAVNU:ESCF SNAVN ; Combiner=ESCF1/13 | ID=26_VFR_SNAVU
SID:ESCF:26:VFR·SPELEL:ESCF SPELE ; Combiner=ESCF1/13 | ID=26_VFR_SPELL
SID:ESCF:26:VFR·VIBY:ESCF VIBY ; Combiner=ESCF1/13 | ID=26_VFR_VIBY
SID:ESCF:27:VFR·ALVSDES:ESCF ALVSD ; Combiner=ESCF1/13 | ID=27_VFR_ALVES
SID:ESCF:27:VFR·LJUNG:ESCF LJUNG ; Combiner=ESCF1/13 | ID=27_VFR_LJUNG
SID:ESCF:27:VFR·SKEDA:ESCF SUDDE ; Combiner=ESCF1/13 | ID=27_VFR_SKEDA
SID:ESCF:27:VFR·SNAVNU:ESCF SNAVN ; Combiner=ESCF1/13 | ID=27_VFR_SNAVU
SID:ESCF:27:VFR·SPELEL:ESCF SPELE ; Combiner=ESCF1/13 | ID=27_VFR_SPELL
SID:ESCF:27:VFR·VIBY:ESCF VIBY ; Combiner=ESCF1/13 | ID=27_VFR_VIBY
SID:ESCM:03:VFR·DANMKA:ESCM DANMK ; Combiner=ESCM2/13 | ID=03_VFR_DANMA
SID:ESCM:03:VFR·FROTAU:ESCM FROTA ; Combiner=ESCM2/13 | ID=03_VFR_FROTU
SID:ESCM:03:VFR·JUMKLI:ESCM JUMKL ; Combiner=ESCM2/13 | ID=03_VFR_JUMKI
SID:ESCM:03:VFR·SKOGTS:ESCM SKOGT ; Combiner=ESCM2/13 | ID=03_VFR_SKOGS
SID:ESCM:03:VFR·SKUTET:ESCM SKUTE ; Combiner=ESCM2/13 | ID=03_VFR_SKUTT
SID:ESCM:03:VFR·UPPSA:ESCM UPSAN ; Combiner=ESCM2/13 | ID=03_VFR_UPPSA
SID:ESCM:03:VFR·VATHATH:ESCM VATHA ; Combiner=ESCM2/13 | ID=03_VFR_VATTH
SID:ESCM:03:MIL03:CMM031 CMM032 ; Combiner=ESCM2/2 | ID=03_MIL03
SID:ESCM:08:VFR·DANMKA:ESCM DANMK ; Combiner=ESCM2/13 | ID=08_VFR_DANMA
SID:ESCM:08:VFR·FROTAU:ESCM FROTA ; Combiner=ESCM2/13 | ID=08_VFR_FROTU
SID:ESCM:08:VFR·JUMKLI:ESCM JUMKL ; Combiner=ESCM2/13 | ID=08_VFR_JUMKI
SID:ESCM:08:VFR·SKOGTS:ESCM SKOGT ; Combiner=ESCM2/13 | ID=08_VFR_SKOGS
SID:ESCM:08:VFR·SKUTET:ESCM SKUTE ; Combiner=ESCM2/13 | ID=08_VFR_SKUTT
SID:ESCM:08:VFR·UPPSA:ESCM UPSAN ; Combiner=ESCM2/13 | ID=08_VFR_UPPSA
SID:ESCM:08:VFR·VATHATH:ESCM VATHA ; Combiner=ESCM2/13 | ID=08_VFR_VATTH
SID:ESCM:08:MIL08:CMM081 CMM082 ; Combiner=ESCM2/2 | ID=08_MIL08
SID:ESCM:21:VFR·DANMKA:ESCM DANMK ; Combiner=ESCM2/13 | ID=21_VFR_DANMA
SID:ESCM:21:VFR·FROTAU:ESCM FROTA ; Combiner=ESCM2/13 | ID=21_VFR_FROTU
SID:ESCM:21:VFR·JUMKLI:ESCM JUMKL ; Combiner=ESCM2/13 | ID=21_VFR_JUMKI
SID:ESCM:21:VFR·SKOGTS:ESCM SKOGT ; Combiner=ESCM2/13 | ID=21_VFR_SKOGS
SID:ESCM:21:VFR·SKUTET:ESCM SKUTE ; Combiner=ESCM2/13 | ID=21_VFR_SKUTT
SID:ESCM:21:VFR·UPPSA:ESCM UPSAN ; Combiner=ESCM2/13 | ID=21_VFR_UPPSA
SID:ESCM:21:VFR·VATHATH:ESCM VATHA ; Combiner=ESCM2/13 | ID=21_VFR_VATTH
SID:ESCM:21:MIL21:CMM211 CMM212 ; Combiner=ESCM2/2 | ID=21_MIL21
SID:ESCM:26:VFR·DANMKA:ESCM DANMK ; Combiner=ESCM2/13 | ID=26_VFR_DANMA
SID:ESCM:26:VFR·FROTAU:ESCM FROTA ; Combiner=ESCM2/13 | ID=26_VFR_FROTU
SID:ESCM:26:VFR·JUMKLI:ESCM JUMKL ; Combiner=ESCM2/13 | ID=26_VFR_JUMKI
SID:ESCM:26:VFR·SKOGTS:ESCM SKOGT ; Combiner=ESCM2/13 | ID=26_VFR_SKOGS
SID:ESCM:26:VFR·SKUTET:ESCM SKUTE ; Combiner=ESCM2/13 | ID=26_VFR_SKUTT
SID:ESCM:26:VFR·UPPSA:ESCM UPSAN ; Combiner=ESCM2/13 | ID=26_VFR_UPPSA
SID:ESCM:26:VFR·VATHATH:ESCM VATHA ; Combiner=ESCM2/13 | ID=26_VFR_VATTH
SID:ESCM:26:MIL26:CMM261 CMM262 ; Combiner=ESCM2/2 | ID=26_MIL26
SID:ESDF:01:VFR·BACKDA:ESDF BACKD ; Combiner=ESDF1/13 | ID=01_VFR_BACKA
SID:ESDF:01:VFR·BRAKHN:ESDF BRAKH ; Combiner=ESDF1/13 | ID=01_VFR_BRAKN
SID:ESDF:01:VFR·LINDUO:ESDF LINDU ; Combiner=ESDF1/13 | ID=01_VFR_LINDO
SID:ESDF:01:VFR·LISTYE:ESDF LISTY ; Combiner=ESDF1/13 | ID=01_VFR_LISTE
SID:ESDF:01:VFR·TVING:ESDF TVING ; Combiner=ESDF1/13 | ID=01_VFR_TVING
SID:ESDF:01:MIL030:DFM011 ; Combiner=ESDF1/2 | ID=01_MIL030
SID:ESDF:18:VFR·BACKDA:ESDF BACKD ; Combiner=ESDF1/13 | ID=18_VFR_BACKA
SID:ESDF:18:VFR·BRAKHN:ESDF BRAKH ; Combiner=ESDF1/13 | ID=18_VFR_BRAKN
SID:ESDF:18:VFR·LINDUO:ESDF LINDU ; Combiner=ESDF1/13 | ID=18_VFR_LINDO
SID:ESDF:18:VFR·LISTYE:ESDF LISTY ; Combiner=ESDF1/13 | ID=18_VFR_LISTE
SID:ESDF:18:VFR·TVING:ESDF TVING ; Combiner=ESDF1/13 | ID=18_VFR_TVING
SID:ESDF:19:VFR·BACKDA:ESDF BACKD ; Combiner=ESDF1/13 | ID=19_VFR_BACKA
SID:ESDF:19:VFR·BRAKHN:ESDF BRAKH ; Combiner=ESDF1/13 | ID=19_VFR_BRAKN
SID:ESDF:19:VFR·LINDUO:ESDF LINDU ; Combiner=ESDF1/13 | ID=19_VFR_LINDO
SID:ESDF:19:VFR·LISTYE:ESDF LISTY ; Combiner=ESDF1/13 | ID=19_VFR_LISTE
SID:ESDF:19:VFR·TVING:ESDF TVING ; Combiner=ESDF1/13 | ID=19_VFR_TVING
SID:ESDF:19:MIL220:DFM191 DFM192 ; Combiner=ESDF1/2 | ID=19_MIL220
SID:ESDF:36:VFR·BACKDA:ESDF BACKD ; Combiner=ESDF1/13 | ID=36_VFR_BACKA
SID:ESDF:36:VFR·BRAKHN:ESDF BRAKH ; Combiner=ESDF1/13 | ID=36_VFR_BRAKN
SID:ESDF:36:VFR·LINDUO:ESDF LINDU ; Combiner=ESDF1/13 | ID=36_VFR_LINDO
SID:ESDF:36:VFR·LISTYE:ESDF LISTY ; Combiner=ESDF1/13 | ID=36_VFR_LISTE
SID:ESDF:36:VFR·TVING:ESDF TVING ; Combiner=ESDF1/13 | ID=36_VFR_TVING
SID:ESGG:03:DETNA3M:GG401 GG901 GG902 DETNA ; Combiner=ESGG1/5 | ID=03_DETN3M
SID:ESGG:03:TAKOV3R:GG404 GG405 GG910 TAKOV DETNA ; Combiner=ESGG1/5 | ID=03_TAKOV3R
SID:ESGG:03:LABAN3M:GG402 GG407 LABAN ; Combiner=ESGG1/5 | ID=03_LABA3M
SID:ESGG:03:LUKAX3M:GG402 GG407 GG408 LUKAX ; Combiner=ESGG1/5 | ID=03_LUKA3M
SID:ESGG:03:NEGIL3M:GG402 GG406 NEGIL ; Combiner=ESGG1/5 | ID=03_NEGI3M
SID:ESGG:03:SABAK3M:GG401 GG901 GG902 SABAK ; Combiner=ESGG1/5 | ID=03_SABA3M
SID:ESGG:03:TISAB3R:GG404 GG405 TISAB SABAK ; Combiner=ESGG1/5 | ID=03_TISAB3R
SID:ESGG:03:TOPLA3M:GG401 GG403 GG601 GG603 TOPLA ; Combiner=ESGG1/5 | ID=03_TOPL3M
SID:ESGG:03:SOJWI1P:GG553 GG554 SOJWI TOPLA ; Combiner=ESGG1/5 | ID=03_SOJWI1P
SID:ESGG:03:VADIN3M:GG401 GG403 GG601 GG602 VADIN ; Combiner=ESGG1/5 | ID=03_VADI3M
SID:ESGG:21:DETNA3J:GG702 GG703 GG704 DETNA ; Combiner=ESGG1/5 | ID=21_DETN3J
SID:ESGG:21:LABAN4J:GG701 GG604 GG605 GG606 LABAN ; Combiner=ESGG1/5 | ID=21_LABA4J
SID:ESGG:21:MISVI3P:GG651 MISVI ; Combiner=ESGG1/5 | ID=21_MISV3P
SID:ESGG:21:LUKAX4J:GG701 GG604 GG605 GG606 LUKAX ; Combiner=ESGG1/5 | ID=21_LUKA4J
SID:ESGG:21:SABAK3J:GG702 GG703 GG704 GG705 SABAK ; Combiner=ESGG1/5 | ID=21_SABA3J
SID:ESGG:21:PEVAK2G:GG730 GG731 PEVAK ; Combiner=ESGG1/5 | ID=21_PEVA2G
SID:ESGG:21:SULIX3J:GG701 GG604 GG605 GG606 GG409 SULIX NEGIL ; Combiner=ESGG1/5 | ID=21_SULIX3J
SID:ESGG:21:NEGIL2G:GG730 GG731 PEVAK NEGIL ; Combiner=ESGG1/5 | ID=21_NEGI2G
SID:ESGG:21:TOPLA3J:GG702 GG706 TOPLA ; Combiner=ESGG1/5 | ID=21_TOPL3J
SID:ESGG:21:VADIN3J:GG702 GG706 GG707 VADIN ; Combiner=ESGG1/5 | ID=21_VADI3J
SID:ESGG:03:VFR·ASPEN:ESGG ASPEN ; Combiner=ESGG2/13 | ID=03_VFR_ASPEN
SID:ESGG:03:VFR·HALNOLI:ESGG HALNO ; Combiner=ESGG2/13 | ID=03_VFR_HALLI
SID:ESGG:03:VFR·HINDSA:ESGG HINDS ; Combiner=ESGG2/13 | ID=03_VFR_HINDA
SID:ESGG:03:VFR·LINDEO:ESGG LINDE ; Combiner=ESGG2/13 | ID=03_VFR_LINDO
SID:ESGG:03:VFR·RADA:ESGG RADA ; Combiner=ESGG2/13 | ID=03_VFR_RADA
SID:ESGG:03:VFR·UBBHU:ESGG UBHLT ; Combiner=ESGG2/13 | ID=03_VFR_UBBHU
SID:ESGG:21:VFR·ASPEN:ESGG ASPEN ; Combiner=ESGG2/13 | ID=21_VFR_ASPEN
SID:ESGG:21:VFR·HALNOLI:ESGG HALNO ; Combiner=ESGG2/13 | ID=21_VFR_HALLI
SID:ESGG:21:VFR·HINDSA:ESGG HINDS ; Combiner=ESGG2/13 | ID=21_VFR_HINDA
SID:ESGG:21:VFR·LINDEO:ESGG LINDE ; Combiner=ESGG2/13 | ID=21_VFR_LINDO
SID:ESGG:21:VFR·RADA:ESGG RADA ; Combiner=ESGG2/13 | ID=21_VFR_RADA
SID:ESGG:21:VFR·UBBHU:ESGG UBHLT ; Combiner=ESGG2/13 | ID=21_VFR_UBBHU
SID:ESGJ:01:BENGI3H:GJ400 BENGI ; Combiner=ESGJ1/5 | ID=01_BENG3H
SID:ESGJ:01:DEVNI3H:GJ400 GJ850 DEVNI ; Combiner=ESGJ1/5 | ID=01_DEVN3H
SID:ESGJ:01:NEGAS3H:GJ400 NEGAS ; Combiner=ESGJ1/5 | ID=01_NEGA3H
SID:ESGJ:01:VFR·BOTRDTN:ESGJ BOTRD ; Combiner=ESGJ2/13 | ID=01_VFR_BOTTN
SID:ESGJ:01:VFR·HYLTAE:ESGJ HYLTA ; Combiner=ESGJ2/13 | ID=01_VFR_HYLTE
SID:ESGJ:01:VFR·LANSNDS:ESGJ LANSN ; Combiner=ESGJ2/13 | ID=01_VFR_LANDS
SID:ESGJ:01:VFR·LJUNAG:ESGJ LJUNA ; Combiner=ESGJ2/13 | ID=01_VFR_LJUNG
SID:ESGJ:01:VFR·MULSDE:ESGJ MULSD ; Combiner=ESGJ2/13 | ID=01_VFR_MULSE
SID:ESGJ:01:BENGI5B:OA BENGI ; Combiner=ESGJ1/2 | ID=01_BENG5B
SID:ESGJ:01:DEVNI6B:DEVNI ; Combiner=ESGJ1/2 | ID=01_DEVN6B
SID:ESGJ:01:NEGAS6B:OA NEGAS ; Combiner=ESGJ1/2 | ID=01_NEGA6B
SID:ESGJ:11:VFR·BOTRDTN:ESGJ BOTRD ; Combiner=ESGJ2/13 | ID=11_VFR_BOTTN
SID:ESGJ:11:VFR·HYLTAE:ESGJ HYLTA ; Combiner=ESGJ2/13 | ID=11_VFR_HYLTE
SID:ESGJ:11:VFR·LANSNDS:ESGJ LANSN ; Combiner=ESGJ2/13 | ID=11_VFR_LANDS
SID:ESGJ:11:VFR·LJUNAG:ESGJ LJUNA ; Combiner=ESGJ2/13 | ID=11_VFR_LJUNG
SID:ESGJ:11:VFR·MULSDE:ESGJ MULSD ; Combiner=ESGJ2/13 | ID=11_VFR_MULSE
SID:ESGJ:19:BENGI3J:GJ700 GJ550 BENGI ; Combiner=ESGJ1/5 | ID=19_BENG3J
SID:ESGJ:19:DEVNI3J:GJ700 DEVNI ; Combiner=ESGJ1/5 | ID=19_DEVN3J
SID:ESGJ:19:NEGAS3J:GJ700 GJ550 NEGAS ; Combiner=ESGJ1/5 | ID=19_NEGA3J
SID:ESGJ:19:VFR·BOTRDTN:ESGJ BOTRD ; Combiner=ESGJ2/13 | ID=19_VFR_BOTTN
SID:ESGJ:19:VFR·HYLTAE:ESGJ HYLTA ; Combiner=ESGJ2/13 | ID=19_VFR_HYLTE
SID:ESGJ:19:VFR·LANSNDS:ESGJ LANSN ; Combiner=ESGJ2/13 | ID=19_VFR_LANDS
SID:ESGJ:19:VFR·LJUNAG:ESGJ LJUNA ; Combiner=ESGJ2/13 | ID=19_VFR_LJUNG
SID:ESGJ:19:VFR·MULSDE:ESGJ MULSD ; Combiner=ESGJ2/13 | ID=19_VFR_MULSE
SID:ESGJ:19:BENGI5C:OJ BENGI ; Combiner=ESGJ1/2 | ID=19_BENG5C
SID:ESGJ:19:DEVNI7C:OJ DEVNI ; Combiner=ESGJ1/2 | ID=19_DEVN7C
SID:ESGJ:19:NEGAS6C:OJ NEGAS ; Combiner=ESGJ1/2 | ID=19_NEGA6C
SID:ESGJ:29:VFR·BOTRDTN:ESGJ BOTRD ; Combiner=ESGJ2/13 | ID=29_VFR_BOTTN
SID:ESGJ:29:VFR·HYLTAE:ESGJ HYLTA ; Combiner=ESGJ2/13 | ID=29_VFR_HYLTE
SID:ESGJ:29:VFR·LANSNDS:ESGJ LANSN ; Combiner=ESGJ2/13 | ID=29_VFR_LANDS
SID:ESGJ:29:VFR·LJUNAG:ESGJ LJUNA ; Combiner=ESGJ2/13 | ID=29_VFR_LJUNG
SID:ESGJ:29:VFR·MULSDE:ESGJ MULSD ; Combiner=ESGJ2/13 | ID=29_VFR_MULSE
SID:ESGP:01:ODJAX1:GP501 ODJAX ; Combiner=ESGP1/5 | ID=01_ODJAX1
SID:ESGP:19:KELJE1:GP801 KELJE ; Combiner=ESGP1/5 | ID=19_KELJE1
SID:ESGP:01:VFR·AGNSGES:ESGP AGNSG ; Combiner=ESGP2/13 | ID=01_VFR_AGNES
SID:ESGP:01:VFR·BOHUS:ESGP BALE ; Combiner=ESGP2/13 | ID=01_VFR_BOHUS
SID:ESGP:01:VFR·HJUVKI:ESGP HJUVK ; Combiner=ESGP2/13 | ID=01_VFR_HJUVI
SID:ESGP:01:VFR·LYCKE:ESGP LRYR ; Combiner=ESGP2/13 | ID=01_VFR_LYCKE
SID:ESGP:01:VFR·STORA:ESGP SRAVN ; Combiner=ESGP2/13 | ID=01_VFR_STORA
SID:ESGP:19:VFR·AGNSGES:ESGP AGNSG ; Combiner=ESGP2/13 | ID=19_VFR_AGNES
